SubscriberCode,Gender,ElderlySubscriber,HasPartner,HasDependents,SubscriptionLengthMonths,HasPhoneService,HasMultipleLines,InternetServiceType,OnlineSecurityEnabled,OnlineBackupEnabled,DeviceProtectionEnabled,TechSupportEnabled,StreamingTVService,StreamingMoviesService,SubscriptionPlan,UsesPaperlessBilling,PaymentMethodUsed,MonthlyPaymentUGX,TotalPaymentUGX,DroppedService,District,MobileMoneySubscription,RuralSubscriber
8898-KASCD,Male,0,No,No,39,No,No phone service,DSL,No,No,Yes,Yes,No,No,6 Months Contract,No,Cash Payment at Agent,127980.0,4712940.0,No,Mbarara,Yes,Yes
9242-TKFSV,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Card Payment,234360.0,17115480.0,No,Fort Portal,Yes,Yes
9290-SHCMB,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,348660.0,4447980.0,No,Kampala,No,No
0743-HNPFG,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,6 Months Contract,Yes,Card Payment,251100.0,12825000.0,Yes,Gulu,No,Yes
2277-BKJKN,Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,12 Months Contract,Yes,Mobile Money,357120.0,25969500.0,No,Mbarara,No,Yes
9809-IMGCQ,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,348120.0,7498620.0,Yes,Arua,Yes,Yes
5208-HFSBT,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Pay As You Go,Yes,Card Payment,198180.0,369900.0,Yes,Kampala,Yes,No
5035-PGZXH,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,6 Months Contract,Yes,Mobile Money,384480.0,21291840.0,No,Fort Portal,Yes,Yes
8695-WDYEA,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Pay As You Go,No,Cash Payment at Agent,184500.0,184500.0,No,Wakiso,No,No
6543-JXSOO,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,6 Months Contract,Yes,Cash Payment at Agent,207900.0,4618260.0,No,Fort Portal,No,Yes
8016-ZMGMO,Female,1,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,6 Months Contract,Yes,Bank Standing Order,255060.0,17059860.0,No,Mbarara,No,Yes
8605-ITULD,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,70380.0,70380.0,No,Kampala,Yes,No
3254-YRILK,Male,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Pay As You Go,Yes,Mobile Money,317520.0,6392880.0,Yes,Kampala,No,No
6416-YJTTB,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Pay As You Go,Yes,Bank Standing Order,286200.0,2864340.0,No,Kampala,Yes,No
2667-WYLWJ,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,Yes,Cash Payment at Agent,71100.0,522000.0,Yes,Fort Portal,Yes,Yes
4472-VESGY,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Pay As You Go,No,Bank Standing Order,353340.0,17976240.0,No,Jinja,Yes,Yes
3195-TQDZX,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Mobile Money,72900.0,221220.0,No,Kampala,Yes,No
3128-YOVTD,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Pay As You Go,Yes,Bank Standing Order,284940.0,14466780.0,No,Fort Portal,Yes,Yes
0529-ONKER,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Pay As You Go,No,Mobile Money,272340.0,4127940.0,Yes,Mbarara,No,Yes
1728-CXQBE,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Pay As You Go,Yes,Mobile Money,339300.0,21893040.0,No,Mbarara,Yes,Yes
7041-TXQJH,Female,0,No,No,37,No,No phone service,DSL,No,No,Yes,No,No,Yes,Pay As You Go,Yes,Card Payment,144720.0,5323860.0,No,Gulu,No,Yes
5014-GSOUQ,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Cash Payment at Agent,71820.0,877140.0,No,Kampala,Yes,No
5724-BIDBU,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,6 Months Contract,Yes,Mobile Money,199260.0,9482220.0,No,Jinja,Yes,Yes
0481-SUMCB,Female,1,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6 Months Contract,Yes,Bank Standing Order,367740.0,17047260.0,No,Kampala,No,No
1769-GRUIK,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,255960.0,4491900.0,No,Wakiso,Yes,No
5240-IJOQT,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,268920.0,268920.0,Yes,Mukono,Yes,No
8819-WFGGJ,Male,0,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,194760.0,13660200.0,No,Mbarara,Yes,Yes
7427-AUFPY,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Card Payment,70740.0,3631320.0,Yes,Gulu,No,Yes
2811-POVEX,Female,1,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Pay As You Go,Yes,Bank Standing Order,318420.0,7669980.0,No,Wakiso,Yes,No
1092-GANHU,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Pay As You Go,Yes,Mobile Money,275940.0,4728780.0,No,Wakiso,No,No
7898-PDWQE,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,12 Months Contract,No,Card Payment,289440.0,20617740.0,No,Arua,Yes,Yes
9972-EWRJS,Female,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Bank Standing Order,69300.0,4942440.0,No,Jinja,No,Yes
9314-IJWSQ,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Pay As You Go,Yes,Mobile Money,305280.0,4334040.0,No,Jinja,No,Yes
0661-XEYAN,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,92880.0,92880.0,Yes,Jinja,No,Yes
5799-JRCZO,Female,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Card Payment,70200.0,4374360.0,No,Fort Portal,Yes,Yes
1921-KYSAY,Female,0,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,6 Months Contract,Yes,Mobile Money,246960.0,10357380.0,No,Jinja,No,Yes
6198-RTPMF,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Pay As You Go,No,Mobile Money,333360.0,5686920.0,No,Arua,No,Yes
2924-KHUVI,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,6 Months Contract,Yes,Mobile Money,361980.0,19853820.0,No,Mukono,Yes,No
1925-GMVBW,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Card Payment,73980.0,345960.0,No,Jinja,No,Yes
7881-EVUAD,Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Pay As You Go,Yes,Mobile Money,153360.0,260640.0,Yes,Wakiso,No,No
6184-DYUOB,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Cash Payment at Agent,70560.0,198900.0,No,Kampala,Yes,No
9207-ZPANB,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,6 Months Contract,No,Mobile Money,242820.0,8795880.0,No,Jinja,Yes,Yes
5766-XQXMQ,Female,0,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Pay As You Go,Yes,Bank Standing Order,247860.0,7093800.0,Yes,Kampala,Yes,No
9327-QSDED,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Pay As You Go,No,Cash Payment at Agent,156780.0,1207440.0,No,Wakiso,No,No
1656-DRSMG,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Pay As You Go,Yes,Card Payment,395460.0,25210620.0,Yes,Arua,No,Yes
3012-VFFMN,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,74340.0,572220.0,No,Jinja,No,Yes
2984-AFWNC,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Pay As You Go,No,Mobile Money,343440.0,1055340.0,No,Jinja,Yes,Yes
0640-YJTPY,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,75600.0,5377500.0,Yes,Gulu,No,Yes
8096-LOIST,Female,0,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Pay As You Go,Yes,Mobile Money,202320.0,3936240.0,No,Kampala,Yes,No
9764-REAFF,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,66240.0,3808260.0,No,Kampala,Yes,No
3703-VAVCL,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Pay As You Go,No,Card Payment,324000.0,684180.0,Yes,Jinja,Yes,Yes
7107-UBYKY,Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Mobile Money,92700.0,3177180.0,No,Fort Portal,No,Yes
4881-GQJTW,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Card Payment,70560.0,1081440.0,No,Mbarara,Yes,Yes
8519-QJGJD,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Pay As You Go,No,Mobile Money,271260.0,3693420.0,Yes,Gulu,No,Yes
7876-DNYAP,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Card Payment,71280.0,5173020.0,No,Arua,Yes,Yes
7905-NJMXS,Male,1,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Pay As You Go,No,Mobile Money,231120.0,1710000.0,No,Arua,Yes,Yes
2882-WDTBA,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,12 Months Contract,Yes,Bank Standing Order,272700.0,19397340.0,Yes,Mbarara,No,Yes
2091-GPPIQ,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,12 Months Contract,Yes,Mobile Money,284220.0,20628540.0,No,Wakiso,Yes,No
6326-MTTXK,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Pay As You Go,No,Mobile Money,363060.0,2950380.0,Yes,Jinja,No,Yes
5071-FBJFS,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Pay As You Go,No,Mobile Money,181080.0,781560.0,No,Kampala,Yes,No
2796-UUZZO,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Pay As You Go,Yes,Card Payment,289080.0,17626860.0,Yes,Gulu,Yes,Yes
2429-AYKKO,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,71460.0,5162760.0,No,Mbarara,Yes,Yes
9798-OPFEM,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Mobile Money,75960.0,3373560.0,No,Gulu,Yes,Yes
0330-IVZHA,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,No,Mobile Money,251820.0,1188540.0,Yes,Arua,Yes,Yes
3794-NFNCH,Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,180000.0,5309640.0,No,Mukono,Yes,No
5193-QLVZB,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,377100.0,23531400.0,No,Mukono,No,No
7114-AEOZE,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,71460.0,4061160.0,No,Fort Portal,Yes,Yes
2886-KEFUM,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,6 Months Contract,Yes,Mobile Money,387000.0,24745500.0,Yes,Fort Portal,Yes,Yes
5522-NYKPB,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Pay As You Go,No,Mobile Money,309240.0,7916580.0,Yes,Arua,Yes,Yes
4237-RLAQD,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,165060.0,165060.0,Yes,Mukono,Yes,No
9957-YODKZ,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Pay As You Go,Yes,Mobile Money,290880.0,1645560.0,No,Gulu,Yes,Yes
6518-KZXCB,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Cash Payment at Agent,90900.0,2039400.0,No,Jinja,Yes,Yes
2245-ADZFJ,Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,12 Months Contract,No,Bank Standing Order,289980.0,8897760.0,No,Jinja,Yes,Yes
7776-QGYJC,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Pay As You Go,Yes,Bank Standing Order,293400.0,11186280.0,No,Gulu,Yes,Yes
9313-QOLTZ,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,75240.0,1865880.0,No,Wakiso,No,No
9651-GTSAQ,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,6 Months Contract,Yes,Bank Standing Order,381960.0,20771100.0,Yes,Arua,Yes,Yes
3186-BAXNB,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Pay As You Go,No,Mobile Money,330120.0,330120.0,Yes,Fort Portal,Yes,Yes
4672-FOTSD,Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Pay As You Go,Yes,Mobile Money,242100.0,2996280.0,No,Jinja,No,Yes
0637-YLETY,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Pay As You Go,Yes,Card Payment,344160.0,5600340.0,Yes,Arua,Yes,Yes
9818-XQCUV,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,73260.0,163080.0,No,Wakiso,No,No
7338-ERIVA,Male,0,No,Yes,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,6 Months Contract,No,Bank Standing Order,162180.0,6446160.0,No,Mbarara,Yes,Yes
1157-BQCUW,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,269820.0,269820.0,Yes,Mukono,Yes,No
8259-NFJTV,Female,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Pay As You Go,No,Cash Payment at Agent,124740.0,887760.0,No,Wakiso,No,No
3223-DWFIO,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,No,Mobile Money,249660.0,941940.0,No,Kampala,Yes,No
2660-EMUBI,Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,343260.0,3234060.0,Yes,Mukono,Yes,No
6968-GMKPR,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Pay As You Go,Yes,Mobile Money,293580.0,16234200.0,Yes,Gulu,Yes,Yes
4751-ERMAN,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,271440.0,19728900.0,No,Fort Portal,Yes,Yes
1436-ZMJAN,Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Pay As You Go,Yes,Card Payment,244080.0,2351340.0,No,Arua,No,Yes
3292-PBZEJ,Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Pay As You Go,Yes,Mobile Money,401040.0,4258980.0,Yes,Gulu,Yes,Yes
0799-DDIHE,Female,0,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Pay As You Go,No,Mobile Money,166680.0,2302020.0,No,Wakiso,Yes,No
3070-FNFZQ,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,73440.0,1723500.0,Yes,Arua,No,Yes
2812-SFXMJ,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,72180.0,72180.0,No,Fort Portal,Yes,Yes
7675-OZCZG,Female,1,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Pay As You Go,No,Mobile Money,162000.0,457560.0,Yes,Wakiso,Yes,No
5014-WUQMG,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,6 Months Contract,Yes,Mobile Money,345960.0,15809220.0,No,Kampala,Yes,No
5312-TSZVC,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Cash Payment at Agent,70740.0,974160.0,No,Mbarara,No,Yes
2003-CKLOR,Male,0,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Pay As You Go,No,Mobile Money,358200.0,24157800.0,Yes,Gulu,No,Yes
0993-OSGPT,Female,1,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,6 Months Contract,Yes,Bank Standing Order,218340.0,14313240.0,No,Jinja,Yes,Yes
9254-RBFON,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,6 Months Contract,No,Bank Standing Order,354960.0,6137820.0,Yes,Gulu,Yes,Yes
1205-WNWPJ,Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Pay As You Go,Yes,Cash Payment at Agent,214200.0,1497420.0,Yes,Arua,No,Yes
9391-EOYLI,Male,1,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Pay As You Go,Yes,Mobile Money,289620.0,3420720.0,Yes,Wakiso,Yes,No
7108-DGVUU,Female,1,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,6 Months Contract,No,Bank Standing Order,258120.0,5389380.0,No,Mukono,No,No
2782-JEEBU,Male,0,No,No,21,No,No phone service,DSL,No,Yes,No,Yes,No,No,Pay As You Go,Yes,Cash Payment at Agent,129600.0,2808540.0,Yes,Gulu,Yes,Yes
5127-BZENZ,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,6 Months Contract,No,Bank Standing Order,234720.0,12643740.0,No,Mbarara,Yes,Yes
2720-FVBQP,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Pay As You Go,Yes,Card Payment,176220.0,983700.0,Yes,Gulu,Yes,Yes
9906-NHHVC,Female,1,No,No,65,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,192600.0,12664440.0,No,Gulu,No,Yes
4522-XRWWI,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,6 Months Contract,No,Card Payment,289620.0,12153240.0,No,Jinja,Yes,Yes
3766-EJLFL,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,392580.0,27030780.0,No,Mbarara,No,Yes
5939-SXWHM,Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,94680.0,4482180.0,No,Fort Portal,No,Yes
8152-UOBNY,Female,1,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,6 Months Contract,Yes,Mobile Money,384480.0,19252620.0,No,Wakiso,Yes,No
7351-KYHQH,Female,1,No,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Pay As You Go,Yes,Mobile Money,233820.0,1777140.0,No,Gulu,Yes,Yes
7643-RCHXS,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Mobile Money,69660.0,4549860.0,No,Mukono,Yes,No
8246-SHFGA,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Card Payment,75960.0,1387980.0,No,Mbarara,Yes,Yes
8387-MOJJT,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Pay As You Go,Yes,Card Payment,280620.0,12182400.0,Yes,Mbarara,Yes,Yes
0620-XEFWH,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,67860.0,303120.0,Yes,Arua,Yes,Yes
6485-QXWWE,Female,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,93600.0,5899320.0,No,Gulu,Yes,Yes
2761-OCIAX,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Pay As You Go,Yes,Mobile Money,268920.0,595440.0,Yes,Fort Portal,Yes,Yes
7321-VGNKU,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,253260.0,432900.0,No,Fort Portal,Yes,Yes
5327-CNLUQ,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,12 Months Contract,Yes,Bank Standing Order,348840.0,16104420.0,Yes,Gulu,Yes,Yes
7552-KEYGT,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,70380.0,1873980.0,No,Mukono,No,No
5816-JMLGY,Female,0,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,289440.0,20584260.0,Yes,Arua,Yes,Yes
3068-OMWZA,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Pay As You Go,Yes,Mobile Money,319680.0,319680.0,Yes,Arua,Yes,Yes
2927-QRRQV,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,6 Months Contract,Yes,Mobile Money,340740.0,15525000.0,No,Wakiso,Yes,No
6032-KRXXO,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,324900.0,9919260.0,Yes,Mbarara,No,Yes
7459-RRWQZ,Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Pay As You Go,Yes,Bank Standing Order,232740.0,3580380.0,Yes,Mbarara,Yes,Yes
6265-SXWBU,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,6 Months Contract,No,Card Payment,344700.0,23440500.0,No,Fort Portal,No,Yes
7941-RCJOW,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Card Payment,70380.0,4387140.0,No,Mbarara,Yes,Yes
6374-NTQLP,Male,1,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Card Payment,374760.0,26811720.0,Yes,Jinja,No,Yes
4154-AQUGT,Male,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Pay As You Go,Yes,Bank Standing Order,320580.0,4209660.0,Yes,Fort Portal,Yes,Yes
2387-KDZQY,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,Yes,Cash Payment at Agent,72360.0,1006200.0,No,Fort Portal,Yes,Yes
3584-WKTTW,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,6 Months Contract,Yes,Mobile Money,401580.0,20593260.0,Yes,Arua,Yes,Yes
3399-BMLVW,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,12 Months Contract,No,Card Payment,217800.0,11237220.0,No,Mbarara,Yes,Yes
1971-DTCZB,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,327420.0,23286960.0,No,Fort Portal,Yes,Yes
3092-IGHWF,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,6 Months Contract,No,Mobile Money,314640.0,21307680.0,Yes,Mukono,No,No
3374-PZLXD,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,70920.0,2432160.0,Yes,Gulu,Yes,Yes
3813-DHBBB,Male,0,Yes,No,67,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,12 Months Contract,Yes,Bank Standing Order,183420.0,12678120.0,No,Wakiso,No,No
2812-REYAT,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,Yes,Bank Standing Order,72180.0,3323160.0,No,Mukono,Yes,No
6518-PPLMZ,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Cash Payment at Agent,69840.0,3997260.0,Yes,Mbarara,No,Yes
4939-KYYPY,Male,0,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Pay As You Go,No,Mobile Money,214020.0,5801940.0,No,Mbarara,Yes,Yes
8017-LXHFA,Female,1,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,341100.0,8256960.0,Yes,Jinja,Yes,Yes
